8.098547067152549461e-01	0.000000000000000000e+00
8.099665399990879644e-01	1.273567081454420871e-03
8.100699711249184087e-01	2.547465725125922040e-03
8.101652916990694786e-01	3.821663973959541372e-03
8.102527857595271943e-01	5.096131659956725825e-03
8.103327299110626436e-01	6.370840345295765948e-03
8.104053934587448493e-01	7.645763264752877472e-03
8.104710385398476991e-01	8.920875269404344304e-03
8.105299202541690340e-01	1.019615277159036971e-02
8.105822867927663378e-01	1.147157369112138114e-02
8.106283795651234581e-01	1.274711740270786757e-02
8.106684333247586860e-01	1.402276468459486176e-02
8.107026762932821873e-01	1.529849766838248595e-02
8.107313302829177726e-01	1.657429979001414158e-02
8.107546108174958910e-01	1.785015574191400889e-02
8.107727272519310580e-01	1.912605142625591059e-02
8.107858828901934878e-01	2.040197390934556793e-02
8.107942751017844785e-01	2.167791137709859997e-02
8.107980954367302040e-01	2.295385309159673690e-02
8.107975297390984659e-01	2.422978934870490333e-02
8.107927582590562787e-01	2.550571143673204672e-02
8.107839557634720640e-01	2.678161159611875536e-02
8.107712916450791063e-01	2.805748298013481176e-02
8.107549300302072659e-01	2.933331961657007977e-02
8.107350298850941606e-01	3.060911637040236374e-02
8.107117451207884740e-01	3.188486890742585345e-02
8.106852246966540498e-01	3.316057365882421615e-02
8.106556127224863184e-01	3.443622778667222023e-02
8.106230485592508250e-01	3.571182915035030214e-02
8.105876669184581829e-01	3.698737627385652316e-02
8.105495979601786694e-01	3.826286831400034505e-02
8.105089673897161173e-01	3.953830502946312914e-02
8.104658965529450976e-01	4.081368675071030822e-02
8.104205025303244936e-01	4.208901435074018094e-02
8.103728982295984595e-01	4.336428921665478470e-02
8.103231924771944206e-01	4.463951322203813660e-02
8.102714901083299948e-01	4.591468870012748588e-02
8.102178920558363862e-01	4.718981841776342945e-02
8.101624954377140142e-01	4.846490555010454782e-02
8.101053936434255975e-01	4.973995365609304442e-02
8.100466764189395708e-01	5.101496665465717756e-02
8.099864299505366017e-01	5.228994880163732178e-02
8.099247369473839830e-01	5.356490466742180184e-02
8.098616767228951074e-01	5.483983911527965521e-02
8.097973252748787987e-01	5.611475728037665367e-02
8.097317553644923782e-01	5.738966454946226731e-02
8.096650365940083471e-01	5.866456654121410957e-02
8.095972354834021223e-01	5.993946908722760231e-02
8.095284155457775910e-01	6.121437821363828052e-02
8.094586373616331487e-01	6.248930012336417761e-02
8.093879586519842073e-01	6.376424117895632127e-02
8.093164343503502778e-01	6.503920788604514169e-02
8.092441166736169533e-01	6.631420687737091257e-02
8.091710551917828953e-01	6.758924489738633856e-02
8.090972968966035905e-01	6.886432878741990948e-02
8.090228862691393186e-01	7.013946547138821819e-02
8.089478653462206514e-01	7.141466194204638962e-02
8.088722737858383693e-01	7.268992524776457520e-02
8.087961489314712260e-01	7.396526247982052049e-02
8.087195258753590021e-01	7.524068076019656270e-02
8.086424375207319493e-01	7.651618722987033050e-02
8.085649146430068379e-01	7.779178903758887653e-02
8.084869859499597133e-01	7.906749332911550132e-02
8.084086781408840183e-01	8.034330723693881848e-02
8.083300159647456296e-01	8.161923787043408318e-02
8.082510222773441333e-01	8.289529230646647262e-02
8.081717180974893333e-01	8.417147758042650696e-02
8.080921226622047593e-01	8.544780067768770193e-02
8.080122534809656143e-01	8.672426852547678033e-02
8.079321263889829297e-01	8.800088798514694999e-02
8.078517555995422539e-01	8.927766584484468637e-02
8.077711537554077559e-01	9.055460881256066630e-02
8.076903319793000691e-01	9.183172350955620677e-02
8.076092999234590897e-01	9.310901646415513377e-02
8.075280658182993898e-01	9.438649410589333710e-02
8.074466365201690143e-01	9.566416276001621366e-02
8.073650175582226529e-01	9.694202864231606098e-02
8.072832131804146272e-01	9.822009785430033113e-02
8.072012263986241276e-01	9.949837637868269580e-02
8.071190590329230252e-01	1.007768700751883462e-01
8.070367117549914759e-01	1.020555846766655478e-01
8.069541841306957508e-01	1.033345257854951654e-01
8.068714746618325107e-01	1.046136988702904419e-01
8.067885808270536252e-01	1.058931092628789539e-01
8.067054991219760884e-01	1.071727621555592785e-01
8.066222250984904640e-01	1.084526625986245857e-01
8.065387534032734118e-01	1.097328154981455084e-01
8.064550778155153976e-01	1.110132256140055479e-01
8.063711912838724682e-01	1.122938975581808801e-01
8.062870859626499742e-01	1.135748357932580416e-01
8.062027532472288982e-01	1.148560446311824301e-01
8.061181838087412288e-01	1.161375282322301972e-01
8.060333676280062587e-01	1.174192906041971740e-01
8.059482940287338026e-01	1.187013356017980470e-01
8.058629517100052153e-01	1.199836669262689670e-01
8.057773287780392035e-01	1.212662881251672792e-01
8.056914127772529799e-01	1.225492025923618222e-01
8.056051907206248641e-01	1.238324135682078581e-01
8.055186491193704335e-01	1.251159241398997202e-01
8.054317740119363300e-01	1.263997372419959353e-01
8.053445509923250478e-01	1.276838556571102679e-01
8.052569652377548071e-01	1.289682820167630806e-01
8.051690015356655072e-01	1.302530188023867108e-01
8.050806443100787524e-01	1.315380683464802414e-01
8.049918776473192761e-01	1.328234328339068238e-01
8.049026853211067589e-01	1.341091143033288635e-01
8.048130508170273645e-01	1.353951146487754054e-01
8.047229573563895455e-01	1.366814356213364445e-01
8.046323879194766659e-01	1.379680788309790851e-01
8.045413252682017680e-01	1.392550457484797444e-01
8.044497519681729214e-01	1.405423377074689617e-01
8.043576504101781488e-01	1.418299559065817061e-01
8.042650028310960320e-01	1.431179014117101300e-01
8.041717913342416590e-01	1.444061751583532449e-01
